orderitems_id,product_id,order_id,price,quantity,shipping_id
4576219,9984,34530899,46.48,24,14243
4576220,10585,34520559,844.02,37,12521
4576221,10599,34517683,566.68,34,16848
4576222,10926,34526362,659.57,74,10991
4576223,10867,34529338,306.38,100,7805
4576224,11436,34522498,771.54,59,20605
4576225,11744,34522214,532.86,58,16387
4576226,11184,34517354,103.02,29,15120
4576227,10243,34513097,429.42,35,7333
4576228,11452,34515741,304.85,32,9769
4576229,10552,34517653,953.52,100,7129
4576230,11774,34525899,931.13,18,20684
4576231,9904,34528754,60.64,77,9008
4576232,10532,34523522,284.5,5,7359
4576233,10233,34513189,597.99,83,22900
4576234,10849,34532242,403.83,4,24815
4576235,10280,34513842,323.69,98,19798
4576236,10650,34525877,870.69,13,23150
4576237,10527,34524682,929.92,51,11489
4576238,10162,34531774,941.67,44,15439
4576239,11423,34529765,602.75,88,14580
4576240,10164,34527784,796.33,15,10879
4576241,11675,34528266,89.95,64,7943
4576242,11210,34518775,603.53,42,7875
4576243,11493,34521576,998.88,24,7107
4576244,10007,34523424,494.53,32,7095
4576245,10805,34528473,903.42,92,17598
4576246,11507,34528330,312.38,44,21855
4576247,11065,34526544,678.72,94,5698
4576248,11590,34518767,727.89,100,11930
4576249,10426,34514999,769.79,1,8507
4576250,10447,34532259,784.43,11,18574
4576251,9964,34516951,596.93,87,21112
4576252,11362,34524584,804.08,70,16499
4576253,11305,34521524,696,31,25429
4576254,11326,34517509,145.23,81,8255
4576255,11817,34525706,308.06,34,18951
4576256,10397,34520080,581.2,33,22663
4576257,11400,34513097,163.19,30,7333
4576258,10021,34528429,45.01,6,22329
4576259,10358,34523423,491.55,66,25469
4576260,10478,34525453,788.75,67,6985
4576261,10775,34526161,86.38,80,19683
4576262,11462,34531019,257.36,55,8865
4576263,10458,34527644,628.38,86,7939
4576264,10640,34514613,237.06,5,17866
4576265,10146,34517800,85.08,16,21491
4576266,11528,34522619,444.36,63,9981
4576267,11477,34527242,701.66,49,15411
4576268,11184,34514068,970.78,3,8623
4576269,11671,34518363,421.24,6,18960
4576270,10287,34516214,878.17,31,10663
4576271,10869,34518633,511.77,27,23893
4576272,10574,34513128,986.35,55,14256
4576273,10165,34514343,959.85,75,21389
4576274,10244,34523467,371.83,69,21830
4576275,11267,34522289,987.31,22,11495
4576276,10330,34520506,798.98,4,15754
4576277,10222,34513511,584.04,63,8511
4576278,11271,34512983,37.53,63,19372
4576279,10846,34513267,896.06,14,18978
4576280,10741,34516321,480.75,98,15927
4576281,10123,34517041,52.01,77,14081
4576282,10657,34526305,116.39,13,10427
4576283,11352,34531449,688.65,12,22286
4576284,11056,34530568,10.9,30,25628
4576285,11789,34518796,905.27,26,7355
4576286,10643,34527726,903.3,40,24871
4576287,11154,34516416,729.88,54,19474
4576288,10812,34514236,256.43,24,6900
4576289,10635,34526315,772.81,11,22994
4576290,11514,34525695,319.05,87,15093
4576291,10590,34517409,902.41,52,20499
4576292,10726,34525785,730.09,64,11621
4576293,11066,34523524,888.58,71,22930
4576294,11075,34522546,966.43,67,8458
4576295,10324,34530427,353.96,85,13239
4576296,10961,34517881,555.91,63,24414
4576297,10530,34512811,147.59,72,17079
4576298,10235,34516089,659.66,12,13671
4576299,10986,34527280,395.43,71,6629
4576300,11527,34518038,367.13,66,9840
4576301,11526,34515150,785.81,25,9379
4576302,10046,34522608,706.79,35,7151
4576303,11145,34526558,701.62,41,19777
4576304,11811,34512551,999.18,11,5804
4576305,11264,34520557,53.34,68,22579
4576306,10238,34529221,927.95,56,20070
4576307,10510,34525044,86.07,45,22955
4576308,11220,34525292,760.26,2,10908
4576309,10726,34516934,118.81,38,16141
4576310,10872,34530554,477.89,64,10968
4576311,10611,34519538,830.2,78,15593
4576312,11557,34530006,544.44,99,8277
4576313,10205,34526685,744.32,52,22357
4576314,10897,34521160,170.41,4,23682
4576315,10032,34517200,195.46,38,20438
4576316,10225,34514468,120.24,3,12657
4576317,10868,34529915,885.2,25,13270
4576318,10787,34521295,714.59,43,7700
4576319,11496,34527448,444.36,77,7741
4576320,10073,34518751,974.23,37,12218
4576321,10213,34526126,945.93,75,16061
4576322,11225,34527928,647.9,24,11065
4576323,11406,34529290,895.24,25,25370
4576324,10587,34526166,833.93,85,18533
4576325,10218,34529232,109.44,46,7815
4576326,11794,34525382,373.66,71,10873
4576327,10373,34515862,288.9,92,19163
4576328,10634,34514120,665.28,20,18093
4576329,10672,34521638,350.58,80,21924
4576330,11401,34512520,324.43,62,18073
4576331,10812,34519419,462.79,56,17546
4576332,11111,34526459,166.78,78,13379
4576333,10600,34529926,731.39,25,20478
4576334,10258,34526215,556.16,99,6695
4576335,11722,34523823,913.96,12,12465
4576336,10130,34512588,424.54,13,15424
4576337,10531,34529218,258.74,4,15493
4576338,10323,34514779,334.66,88,11956
4576339,10454,34522181,289.85,42,20454
4576340,9895,34514309,537.64,7,18716
4576341,11206,34521560,399.93,20,25466
4576342,10646,34517836,637.53,58,21585
4576343,10182,34529264,749.99,36,9978
4576344,9947,34514266,995.56,50,22828
4576345,11075,34525238,229.41,50,12005
4576346,11336,34528002,597.91,31,21481
4576347,9920,34531807,480.45,51,14670
4576348,10363,34516657,321.87,11,15871
4576349,11699,34527461,969.64,19,20886
4576350,10433,34529442,558.09,29,14656
4576351,11713,34521265,161.95,84,13195
4576352,11803,34516487,160.59,53,12783
4576353,10775,34520298,598.3,36,21931
4576354,10858,34524955,245.08,28,10236
4576355,10379,34517722,299.73,79,18730
4576356,11337,34513393,15.96,53,12686
4576357,10291,34524747,719.18,55,23982
4576358,11172,34513811,904.65,17,15444
4576359,10137,34524346,898.41,45,20627
4576360,10474,34524302,130.24,83,9919
4576361,10315,34531457,939.24,24,8101
4576362,10020,34524726,57.41,10,15589
4576363,11237,34529972,484.73,54,23951
4576364,10474,34513340,934.19,65,22107
4576365,11472,34528823,523.59,10,16324
4576366,10329,34515392,115.46,26,13026
4576367,11057,34525475,760.33,37,20832
4576368,9939,34522567,417.56,29,24709
4576369,11578,34514445,174.6,59,18031
4576370,10058,34523398,644.68,18,14330
4576371,11711,34530448,163.56,29,7234
4576372,11541,34518552,571.35,26,23938
4576373,10398,34512912,130.28,27,9078
4576374,10964,34524116,556.48,3,16923
4576375,11486,34530129,896.03,18,16575
4576376,11106,34514433,651.02,93,15177
4576377,11229,34518043,240.66,78,8335
4576378,11226,34515618,469.35,84,12537
4576379,10638,34530856,699.29,61,11278
4576380,10680,34519319,268.13,30,14836
4576381,11855,34512627,196.64,3,9062
4576382,10893,34513916,26.95,66,18799
4576383,10173,34518463,320.3,53,10694
4576384,10407,34520608,537.15,50,20572
4576385,11514,34531708,316.52,5,10221
4576386,11407,34515620,268.44,7,22976
4576387,10736,34527949,119.98,13,16750
4576388,10227,34518470,143.35,63,15437
4576389,11298,34517755,30.57,36,10129
4576390,11400,34526092,879.39,94,14280
4576391,9973,34526737,529.26,44,23223
4576392,10393,34513152,568.88,86,6734
4576393,11164,34521475,13.87,17,9630
4576394,11778,34531351,307.68,79,23318
4576395,10864,34528657,257.79,14,21715
4576396,10526,34523499,701.64,33,20548
4576397,10631,34520131,464.53,12,12897
4576398,11387,34518584,242.54,66,10353
4576399,10804,34520871,271.55,23,13857
4576400,10055,34526774,578.1,1,14251
4576401,10220,34518769,332,73,16921
4576402,11489,34526567,668.2,41,19508
4576403,11128,34515507,777.17,98,7209
4576404,10329,34525063,877.87,50,23810
4576405,11287,34528493,35.51,83,7881
4576406,11357,34521256,431.79,31,12999
4576407,11151,34524683,580.64,40,21456
4576408,11538,34521455,56.26,72,12383
4576409,10297,34517258,684.11,18,16874
4576410,11452,34522922,519.41,67,17944
4576411,10801,34531377,338.32,61,7002
4576412,11435,34512963,555,81,12956
4576413,11601,34519600,423.55,83,19992
4576414,10976,34530878,706.8,14,18397
4576415,10922,34519075,931.3,90,9916
4576416,10640,34527945,563.94,74,19127
4576417,10409,34526198,729.4,80,20843
4576418,11399,34513560,636,47,9663
4576419,9967,34516233,36.78,3,14449
4576420,10896,34523476,953.48,62,25009
4576421,11841,34523592,175.15,69,11331
4576422,10653,34512789,537.84,98,20914
4576423,10886,34529265,104.47,48,22064
4576424,11293,34516227,384.55,71,14753
4576425,11199,34523100,710.46,34,25653
4576426,11552,34521894,807.82,57,20776
4576427,11787,34521252,997.59,57,7499
4576428,11394,34522277,732.96,67,12688
4576429,10214,34516686,921.13,51,17035
4576430,11069,34528774,430.25,97,21510
4576431,11611,34521653,688.78,9,20287
4576432,11052,34523590,791.18,48,16799
4576433,10078,34518790,833.91,35,19857
4576434,10203,34516542,829.01,44,15689
4576435,10266,34516221,610.12,67,15844
4576436,10381,34524379,467.57,31,15038
4576437,10673,34515077,676.33,96,6328
4576438,11443,34515234,672.62,35,7958
4576439,11546,34519527,406.39,68,13859
4576440,11774,34519844,468.3,32,19045
4576441,10499,34514151,91.24,89,5752
4576442,10801,34523360,112.29,97,21798
4576443,11117,34525001,75.76,65,10069
4576444,11595,34519235,531.91,99,22410
4576445,11818,34519669,304.01,1,25009
4576446,10927,34529218,750.75,39,15493
4576447,11272,34517442,944.27,53,12437
4576448,10441,34519643,12.22,49,20904
4576449,9936,34531708,118.57,96,10221
4576450,10259,34521151,385.5,82,11247
4576451,10602,34523291,434.59,24,20963
4576452,10049,34522796,535.48,94,16850
4576453,10843,34526429,900.04,10,12328
4576454,11338,34515850,534.43,77,21204
4576455,11103,34519316,266.33,65,19604
4576456,11087,34520564,849.89,6,10417
4576457,10653,34521963,369.79,29,6027
4576458,11716,34518332,182.06,33,7139
4576459,10965,34528767,741.34,80,24409
4576460,10056,34513173,366.61,1,15214
4576461,10023,34531814,816.95,50,12293
4576462,10347,34524712,402.18,86,18021
4576463,10693,34522789,89.64,42,23895
4576464,11021,34518226,80.46,19,19480
4576465,9981,34532370,790.73,16,8673
4576466,10037,34514142,576.32,20,22448
4576467,10433,34520910,544.27,42,14886
4576468,11726,34520583,852.75,92,19446
4576469,10769,34530331,440.53,70,20972
4576470,11667,34518112,155.98,93,8208
4576471,10502,34516618,631.51,89,24440
4576472,11076,34525958,864.31,66,14779
4576473,10076,34521608,478.53,36,12103
4576474,10682,34518811,273.04,93,24464
4576475,11086,34526693,651.26,74,18600
4576476,9912,34516479,303.21,81,19466
4576477,9914,34527839,522.39,59,25620
4576478,9908,34531432,83.62,65,15050
4576479,10029,34525435,735.39,91,8556
4576480,10451,34521058,351.08,90,11396
4576481,10973,34520099,495.39,50,22587
4576482,11606,34517851,722.04,83,14071
4576483,10927,34517879,915.51,24,14643
4576484,11317,34519452,958.04,9,23349
4576485,11549,34530530,565.26,91,7118
4576486,10250,34529583,178.05,29,7139
4576487,10875,34531456,894.42,88,23510
4576488,11368,34514217,534.16,96,5950
4576489,10954,34517445,440.88,71,13452
4576490,10997,34518169,491.24,18,11292
4576491,11142,34517255,699.1,96,22629
4576492,10715,34513147,904.13,55,15524
4576493,11438,34527601,942.71,90,16831
4576494,11599,34521983,387.59,76,13176
4576495,10250,34528085,724.31,48,5948
4576496,10700,34513135,864.06,33,25579
4576497,11577,34524513,370.55,27,21735
4576498,10634,34529516,661.81,56,19113
4576499,10336,34516718,429.03,66,14289
4576500,11053,34516476,638.36,50,18606
4576501,11340,34530795,836.19,74,11227
4576502,10501,34513822,503.96,28,5876
4576503,10380,34526089,802.95,54,24666
4576504,11260,34517180,912.98,98,23765
4576505,10901,34520029,882.57,44,13282
4576506,10337,34512954,270.76,30,11185
4576507,11171,34517191,810.62,73,10977
4576508,11430,34528596,800.57,88,15461
4576509,10194,34531591,180.6,59,8551
4576510,11220,34524722,12.6,54,22337
4576511,10452,34519415,722.05,48,7767
4576512,10953,34530089,105.3,2,7171
4576513,10314,34521835,615.97,96,13765
4576514,10429,34531515,548.3,85,22133
4576515,10886,34520976,724.77,11,21177
4576516,11101,34518197,247.93,68,7085
4576517,10806,34518960,791,8,7219
4576518,10032,34514010,937.11,100,23519
4576519,11059,34531463,894.13,35,12877
4576520,11438,34525247,38.11,48,18653
4576521,10940,34519371,233.88,95,6714
4576522,10380,34526791,897.32,65,7856
4576523,11186,34521868,676.05,54,8796
4576524,11206,34522960,132.32,96,22480
4576525,10943,34523071,982.44,34,25019
4576526,10860,34519412,501.72,80,14919
4576527,10530,34527222,987.29,10,9409
4576528,10645,34516386,512.93,59,20765
4576529,10135,34520642,852.17,78,9435
4576530,10184,34514867,587.91,94,19567
4576531,10656,34523653,934.93,14,17809
4576532,10342,34525717,163.94,84,21346
4576533,10490,34526769,89.39,43,19890
4576534,10358,34531658,474.33,28,24021
4576535,10429,34531863,313.16,15,23307
4576536,11178,34517876,194.45,47,10335
4576537,11861,34530917,771.62,84,23687
4576538,11402,34516952,595.84,36,18836
4576539,10162,34527528,282.24,65,14099
4576540,11272,34513259,216.36,82,12594
4576541,11459,34521738,217.62,46,22336
4576542,10946,34529701,179.4,50,17512
4576543,10854,34517092,14.58,96,19446
4576544,10240,34526477,695.13,89,24659
4576545,10450,34531204,364.05,31,15648
4576546,11409,34517646,831.23,11,7248
4576547,10654,34520825,270.4,20,8285
4576548,11862,34512726,105.91,2,7429
4576549,11811,34517553,85.61,99,7477
4576550,11754,34514048,259.32,12,12859
4576551,10503,34514701,740.97,17,16668
4576552,11420,34514549,485.28,47,8012
4576553,11212,34525770,660.4,72,22063
4576554,11188,34512957,534.03,71,7028
4576555,11036,34527956,905.61,65,23002
4576556,10213,34525477,484.9,91,14701
4576557,11314,34531568,189.79,35,7597
4576558,10897,34529578,487.01,30,5690
4576559,10811,34513231,622.93,27,11170
4576560,11674,34519383,222.68,84,11793
4576561,11664,34519419,252.56,12,17546
4576562,10028,34526538,47.14,34,18815
4576563,11381,34519617,350.85,40,16330
4576564,11059,34521641,403.67,81,12794
4576565,11575,34529606,877.58,12,23787
4576566,11449,34525164,161.04,73,7070
4576567,10451,34518969,420.09,72,23877
4576568,11012,34527733,482.84,72,12412
4576569,11680,34513625,967.5,81,10532
4576570,11491,34519035,11.45,53,16718
4576571,11183,34513586,545.79,79,17817
4576572,10925,34521042,108.57,32,6776
4576573,11804,34519487,773.68,62,20808
4576574,10896,34519616,210.67,45,19671
4576575,9885,34515245,28.97,30,12570
4576576,10652,34530418,643.95,88,11826
4576577,10531,34523810,952.32,6,6925
4576578,10190,34515253,677.15,51,21506
4576579,11310,34522132,469.41,91,20179
4576580,10501,34527507,321.2,3,22541
4576581,11785,34519704,27.52,20,13780
4576582,11517,34512636,791.81,32,8975
4576583,10339,34519878,577.95,74,21432
4576584,11553,34531883,801.47,4,9636
4576585,11105,34516769,82.28,75,9070
4576586,11060,34525021,928.01,8,21982
4576587,10273,34518282,978.31,85,23982
4576588,10344,34521207,602.17,97,18281
4576589,10407,34514267,660.28,74,10678
4576590,10757,34524340,187.29,90,8031
4576591,10423,34523018,805.33,98,20403
4576592,10113,34517791,804.33,27,24477
4576593,10742,34519173,362.16,24,14662
4576594,10804,34520238,963.28,81,10848
4576595,11662,34525660,535.99,85,9340
4576596,11202,34513751,143.58,64,15801
4576597,10905,34524680,727.86,59,13117
4576598,11332,34515732,123.05,35,21539
4576599,11276,34519322,313.09,22,16374
4576600,11396,34526822,41.12,81,15156
4576601,10302,34524833,152.41,48,14075
4576602,11293,34528853,575.11,93,6907
4576603,11326,34531881,331.34,66,15806
4576604,10774,34520742,936.03,68,19609
4576605,10814,34524148,266.88,51,10015
4576606,11768,34530302,743.75,33,10111
4576607,10138,34512460,272.71,19,5768
4576608,11223,34517979,166.71,29,11246
4576609,10045,34520298,179.69,76,21931
4576610,11357,34512903,811.14,31,9559
4576611,11859,34525577,52.65,63,17415
4576612,11635,34524662,161.56,49,23948
4576613,11228,34516708,460.39,56,10675
4576614,11373,34530002,475.47,5,22567
4576615,11713,34530859,707.22,82,14285
4576616,10448,34512545,706.74,70,12743
4576617,11086,34527962,773.35,97,8965
4576618,10750,34517994,159.99,99,6707
4576619,10171,34512835,789.24,36,24901
4576620,9958,34529826,878.59,27,20884
4576621,11584,34524510,582.52,24,12354
4576622,10743,34528694,695.91,43,14025
4576623,10768,34523413,780.83,98,21894
4576624,11766,34522942,278.56,26,25430
4576625,11538,34516584,649.77,100,16413
4576626,10542,34527733,136.71,60,12412
4576627,10857,34527137,688.07,23,25089
4576628,11249,34515809,898.97,64,9949
4576629,11069,34529230,827,87,13917
4576630,10391,34524574,555.75,24,20738
4576631,10504,34516002,233.74,49,19039
4576632,9946,34523371,194.47,16,22466
4576633,10305,34521946,669.39,47,18765
4576634,11483,34514217,749.22,56,5950
4576635,11136,34518279,725.7,37,6252
4576636,10860,34515393,857.37,84,12277
4576637,11369,34531216,609.53,34,11249
4576638,11436,34532346,613.33,44,23788
4576639,11316,34513108,308.89,71,15959
4576640,11149,34530201,163.61,34,20135
4576641,9946,34530734,264.29,94,14471
4576642,11607,34515401,210.93,60,7305
4576643,10084,34515342,23.26,98,9363
4576644,10317,34518568,22.93,54,10067
4576645,11724,34514693,870.19,71,19463
4576646,11066,34519996,287.17,90,6740
4576647,9960,34521047,143.75,94,9087
4576648,10108,34518517,563.41,10,15059
4576649,11803,34515087,438.11,40,21527
4576650,11392,34531038,798.17,26,8783
4576651,10260,34516266,711.89,16,23194
4576652,11745,34525827,892.01,10,24035
4576653,11098,34526727,998.72,68,25223
4576654,10339,34514644,601.44,21,20569
4576655,11210,34520081,647.56,73,23253
4576656,11198,34517991,710.21,99,23519
4576657,10869,34531547,17.66,84,16630
4576658,9963,34527403,851.05,67,23516
4576659,9924,34513673,544.73,37,8334
4576660,10392,34529837,397.56,44,15435
4576661,11212,34515036,463.9,98,8134
4576662,11503,34531391,991.04,88,10297
4576663,11706,34517397,693.87,11,15219
4576664,11261,34527173,35.71,87,7094
4576665,11307,34526705,149.17,10,20710
4576666,10481,34518140,550.24,66,18676
4576667,11654,34530963,698.44,74,10493
4576668,10289,34530580,610.38,28,13715
4576669,10263,34531953,238.75,85,18209
4576670,10123,34517188,846,53,6282
4576671,10827,34530449,42.76,10,9222
4576672,11468,34530445,577.53,30,15198
4576673,11450,34522578,635.89,42,8130
4576674,10799,34531196,990.32,100,16301
4576675,11805,34521108,463.55,57,25495
4576676,10177,34513684,798.77,87,22364
4576677,10431,34528427,733.86,33,14500
4576678,11814,34521622,131.23,71,11467
4576679,10097,34522391,376.69,62,11458
4576680,11398,34515212,994.32,99,15446
4576681,9915,34522936,992.28,32,16509
4576682,10522,34518043,108.92,61,8335
4576683,11253,34529111,44.53,33,14779
4576684,11526,34518040,901.77,79,13370
4576685,10011,34525133,623.31,60,22320
4576686,10599,34517834,26.66,14,7093
4576687,11081,34519920,448.92,28,12492
4576688,10583,34518069,351.31,36,5973
4576689,11247,34525540,563.84,63,12970
4576690,9950,34517995,983.52,17,13941
4576691,11679,34515914,873.49,92,9264
4576692,11584,34521882,692.34,81,14700
4576693,11396,34515954,389.64,33,8373
4576694,10492,34528811,743.19,73,19656
4576695,11717,34530025,529.03,43,8561
4576696,10999,34521904,585.24,8,17505
4576697,11030,34529794,408.27,100,5847
4576698,11600,34522788,886.78,65,17624
4576699,11494,34513107,132.6,55,6377
4576700,10030,34526271,853.4,10,17573
4576701,9978,34526227,710.94,100,18139
4576702,11467,34512457,811.2,52,20757
4576703,11297,34525265,747.46,61,8726
4576704,10497,34515148,113.52,97,22098
4576705,10596,34518369,961.01,48,10104
4576706,11377,34522509,103.24,14,9082
4576707,10688,34524665,185.62,88,12084
4576708,11800,34514112,900.61,23,9783
4576709,11170,34514466,721.22,72,8362
4576710,10128,34530750,856.83,40,12098
4576711,11481,34513769,608.24,67,14680
4576712,10181,34532208,801.55,41,18488
4576713,10291,34519102,465.31,54,18216
4576714,10111,34518369,998.96,18,10104
4576715,9890,34517586,739.87,71,10273
4576716,11145,34513471,184.73,32,11219
4576717,10014,34516451,568.01,81,23005
4576718,11727,34530247,568.01,3,25640
4576719,10300,34530874,231.36,67,16097
4576720,11387,34514063,348.14,60,24507
4576721,10276,34520141,280.68,8,10603
4576722,10217,34517683,393.13,1,16848
4576723,10827,34523582,421.72,56,20478
4576724,10636,34526280,730.58,59,15027
4576725,11608,34516902,995.23,93,11759
4576726,10022,34527533,269.69,66,13664
4576727,10956,34517402,63.67,6,14806
4576728,10041,34525863,513.77,77,21439
4576729,9951,34530327,212.31,77,10562
4576730,11339,34521655,759.92,31,21025
4576731,11285,34518656,803.89,53,16633
4576732,10529,34516246,547,36,14274
4576733,11705,34527985,606.09,25,14761
4576734,10970,34529759,741.84,10,21756
4576735,11866,34525942,423.51,51,14679
4576736,11278,34532069,160.88,38,22808
4576737,11351,34515404,293.52,38,22112
4576738,10721,34522422,477.01,99,15779
4576739,10613,34525683,67.99,38,19021
4576740,10143,34518321,763.24,93,24764
4576741,11520,34530975,996.27,61,19150
4576742,11718,34524974,772.08,9,24986
4576743,10039,34513847,693.36,56,19981
4576744,11607,34530760,46.77,84,12722
4576745,11351,34520675,593.22,59,8099
4576746,11727,34516260,469.16,11,23291
4576747,11539,34528631,45.13,33,21052
4576748,10442,34520899,483.53,18,12935
4576749,11784,34518083,954.63,76,25393
4576750,10035,34528317,98.47,13,13506
4576751,11653,34524577,100.37,69,24890
4576752,11011,34515005,127.99,85,23475
4576753,11091,34525507,836.28,91,18626
4576754,10357,34528480,88.21,73,16729
4576755,9905,34525472,983.13,45,25597
4576756,11728,34515860,475.04,72,23985
4576757,10474,34520201,633.2,30,20644
4576758,9976,34521008,737.16,28,6362
4576759,10818,34520628,74.35,76,17739
4576760,11115,34531565,203.87,18,19296
4576761,9883,34530554,863.02,57,10968
4576762,11178,34519489,660.52,85,22732
4576763,10006,34515155,425.02,22,23553
4576764,10392,34518931,606.96,46,5771
4576765,11067,34523134,596.8,29,14228
4576766,11542,34525687,21.3,76,14847
4576767,11572,34513450,230.28,62,12120
4576768,11050,34515349,872.16,45,8811
4576769,11622,34530791,601.52,89,21955
4576770,11666,34523325,728.06,28,9917
4576771,10750,34519216,631.22,68,8367
4576772,10763,34519364,440.73,66,10383
4576773,10288,34512635,679.96,47,13171
4576774,10031,34524530,511.33,68,23912
4576775,11324,34531879,256.54,35,17740
4576776,11065,34526976,829.02,51,19035
4576777,11844,34515129,669.85,94,12100
4576778,10863,34512861,678.74,27,5875
4576779,9921,34529523,531.3,38,6054
4576780,10010,34523346,589.88,83,13074
4576781,10722,34527934,481.25,66,16086
4576782,11286,34517951,193.87,65,23279
4576783,10688,34529649,177.4,88,9969
4576784,10265,34516930,767.47,49,16717
4576785,11186,34513526,988.81,13,14549
4576786,10469,34521805,126.81,82,14515
4576787,11301,34516866,881.42,13,15514
4576788,10467,34524989,196.82,13,22352
4576789,11697,34527285,27.64,100,8746
4576790,10815,34524272,978.34,56,18543
4576791,10070,34523820,608.04,78,13985
4576792,10259,34531369,421.32,49,5891
4576793,10988,34517653,106.54,44,7129
4576794,10268,34522452,401.99,5,10469
4576795,11541,34529814,204.55,22,17769
4576796,11319,34514299,520.08,52,9315
4576797,10911,34527760,281.35,67,22006
4576798,11026,34524430,158.03,95,7071
4576799,10062,34527301,403.78,94,15675
4576800,11819,34519266,656.58,74,18224
4576801,9933,34523968,705.63,12,15994
4576802,10904,34513738,515.05,21,12571
4576803,10710,34525122,567.27,66,13788
4576804,10975,34513938,466.89,76,10926
4576805,10486,34529434,753.08,81,5828
4576806,11222,34528269,624.66,57,18579
4576807,10955,34526234,795.29,33,21102
4576808,10915,34521237,352.87,13,17374
4576809,11121,34517479,800.52,42,17725
4576810,9937,34526950,540.68,53,6566
4576811,11746,34518056,726.58,69,16822
4576812,10335,34522550,693.59,95,11156
4576813,11454,34518003,193.23,44,6858
4576814,10640,34521670,973.96,91,12633
4576815,10752,34528755,862.66,33,6932
4576816,10892,34516491,562.92,72,24005
4576817,11489,34516913,549.67,35,9303
4576818,10276,34531807,227.35,54,14670
4576819,9893,34519237,700.8,76,21728
4576820,10690,34514292,438.74,12,13377
4576821,10707,34517079,595.11,61,19284
4576822,10213,34531538,719.09,45,19243
4576823,10834,34521262,283.94,8,23927
4576824,11437,34523895,605.34,26,24031
4576825,9899,34528649,549.23,9,10441
4576826,10707,34512395,453.49,89,13900
4576827,11436,34517723,559.96,23,25311
4576828,10769,34523185,599.64,30,12033
4576829,10133,34526923,181.81,65,12554
4576830,10611,34521056,837.85,64,7627
4576831,11193,34524385,162.78,7,11646
4576832,11771,34514256,764.7,31,17841
4576833,11696,34525358,212.1,21,8298
4576834,10615,34530588,514.12,62,10773
4576835,11081,34531818,795.81,65,15043
4576836,11263,34527130,729.86,96,16360
4576837,11523,34516729,276.05,74,19730
4576838,10869,34515314,437.43,5,22317
4576839,10295,34528316,682.28,44,20424
4576840,10852,34517798,700.05,60,24881
4576841,10837,34531437,115.67,91,13938
4576842,11557,34518304,915.62,2,10682
4576843,11358,34521354,280.36,53,23169
4576844,10640,34532348,232.51,67,9738
4576845,11394,34521821,688.84,36,15607
4576846,10389,34523744,850.34,96,14059
4576847,11481,34525066,402.5,77,11379
4576848,9950,34519473,657.68,24,19821
4576849,10456,34530558,908.07,59,6526
4576850,10046,34523241,500.84,74,12041
4576851,10081,34527591,738.47,4,25246
4576852,10734,34515263,252.33,1,13246
4576853,10152,34527261,208.78,23,16612
4576854,10395,34521881,16.89,36,14189
4576855,10613,34531218,828.43,41,12731
4576856,10781,34522250,421.23,29,16835
4576857,11653,34527848,887.44,18,10990
4576858,11172,34529236,676.2,1,16101
4576859,11457,34512767,356.35,20,23975
4576860,10316,34521424,520.19,68,10264
4576861,10583,34524317,405.19,86,25512
4576862,11573,34512471,264.96,89,12266
4576863,9884,34528905,211.94,33,20499
4576864,9944,34526211,669.86,89,13053
4576865,9919,34515228,299.21,73,8437
4576866,11790,34526565,590.13,54,24871
4576867,10502,34522279,430.81,11,9542
4576868,9882,34528579,540.59,78,23375
4576869,10187,34532202,617.68,81,17780
4576870,10355,34516047,455.93,93,12259
4576871,10355,34516973,91.45,84,23430
4576872,10980,34528458,371.58,6,15952
4576873,11690,34522867,328.27,79,12359
4576874,11408,34518354,950.89,65,15730
4576875,11321,34524791,564.52,35,23739
4576876,9910,34527891,173.15,17,24263
4576877,11698,34527183,959.39,74,23508
4576878,10005,34519021,286.94,15,14986
4576879,11834,34523469,544.39,47,8668
4576880,9940,34515035,896.45,92,13234
4576881,10500,34528698,514.33,47,18675
4576882,10059,34515500,872.99,45,8751
4576883,11291,34514581,893.78,68,20434
4576884,10142,34523442,179.08,17,9740
4576885,10544,34516406,535.22,22,19145
4576886,10684,34521738,650.25,2,22336
4576887,11388,34513611,783.84,21,16140
4576888,10966,34523222,619.48,85,14629
4576889,11691,34518798,556.43,71,8953
4576890,11037,34522014,850.08,97,11554
4576891,10356,34526345,420.93,13,9933
4576892,9888,34525967,152.86,9,9624
4576893,10721,34516640,736.6,3,25076
4576894,10031,34522248,717.93,17,9527
4576895,10601,34514805,665.85,96,24147
4576896,11021,34530224,391.87,51,18632
4576897,11023,34532315,672.59,95,13412
4576898,10405,34516446,158.64,16,22485
4576899,10186,34517903,236.23,91,16344
4576900,11664,34522920,29.63,63,10225
4576901,11876,34526954,739,12,22951
4576902,10170,34512559,646.7,34,22061
4576903,11459,34525167,399.99,100,14927
4576904,11340,34512901,942.88,14,20556
4576905,10879,34532137,264.87,51,8341
4576906,10983,34514415,828.14,36,19144
4576907,11506,34528520,563.37,90,9615
4576908,10532,34521832,270.59,100,12738
4576909,10880,34517531,426.69,88,20249
4576910,10325,34526904,830.18,54,25405
4576911,11058,34516817,476.76,97,6679
4576912,10112,34517743,774.6,99,24492
4576913,10698,34530624,762.27,81,5813
4576914,11393,34526825,408.45,2,18791
4576915,11777,34521668,481.85,34,25208
4576916,10538,34526671,283.19,98,20310
4576917,11602,34514557,385.96,44,9662
