coupon_id,coupon_code,coupon_description,discount_type,discount_value,start_date,end_date,minimum_purchase,maximum_discount,usage_limit,usage_count,created_at,updated_at
77638,PRKW-N2P8,What five about student church election which protect majority term yes.,Fixed Amount,45.05,06/27/2023,12/16/2023,338.05,27.71,529,686,2020-04-13T02:36:46,2022-06-30T15:59:01
77639,6ACU-2MI7,In policy forget six toward system finish read should option plant threat agree us could.,Percentage,33.18,10/02/2022,05/09/2023,354.37,18.61,389,542,2020-01-19T10:00:34,2022-12-16T16:22:17
77640,LS0E-9DRH,Attack return seek specific record they media play wind floor film exactly process produce walk fact and different give.,Fixed Amount,98.68,01/16/2023,12/14/2023,169.89,60.52,514,190,2020-10-15T05:56:30,2021-07-28T08:20:19
77641,AQ6H-3PPT,Consider set see police themselves decide executive particularly chance drop health make guess bad company just natural somebody concern.,Fixed Amount,49.65,01/23/2023,07/06/2023,224.92,27.11,321,975,2023-07-13T08:20:20,2023-03-25T11:34:27
77642,0FD0-GMXM,Price my senior try ready act certainly grow deep large billion capital respond store Mr condition perhaps.,Fixed Amount,16.79,05/21/2023,01/18/2024,425.16,18.15,355,543,2023-05-14T22:56:06,2021-09-27T21:20:32
77643,P0PR-AK0D,Product station until law pass pattern without middle majority.,Fixed Amount,8.33,02/21/2023,02/04/2024,493.61,99.86,930,906,2021-02-07T02:15:08,2020-11-08T20:58:13
77644,W1Y4-XB1G,Able today say represent despite likely where yes two process most big traditional board born idea two for.,Fixed Amount,54.6,09/18/2022,01/02/2023,140.97,12.77,815,123,2022-11-21T18:31:23,2023-03-19T17:27:01
77645,O8J5-FGGV,General concern according two suddenly begin look within certainly reveal strategy call clearly effort.,Percentage,78.41,08/17/2022,12/30/2022,17.12,31.21,645,785,2023-05-04T13:22:43,2020-12-20T03:36:12
77646,Z2IF-MFZ8,Mrs gun enter meet of hundred author difference course fall official other why other resource high daughter career building.,Fixed Amount,20.2,09/29/2022,09/22/2023,266.59,62.78,664,577,2021-04-17T05:31:50,2020-07-13T21:41:59
77647,H99M-NBMQ,Safe old already this floor save worker effort quality something common maintain knowledge cut enough for place military physical heavy.,Percentage,28.85,11/09/2022,04/01/2023,146.14,49.85,39,927,2022-05-17T04:20:57,2020-06-27T20:25:49
77648,N0LK-B7RK,Main finally important remember fund size art nation notice fire growth value process specific win middle act peace five group magazine.,Percentage,82.89,05/15/2023,02/21/2024,364.13,29.72,978,156,2020-03-18T21:26:23,2021-10-08T15:44:14
77649,9957-Y6GT,Include stock film his policy traditional front help particular until forget form goal tax film chair none four couple stock.,Percentage,29.65,08/21/2022,12/28/2022,100.41,76.96,450,455,2022-03-20T02:47:43,2022-05-09T18:29:17
77650,S7LE-3CMZ,Reduce nor feeling subject performance interest project woman term it of onto before keep way character section.,Fixed Amount,44.92,07/08/2023,02/23/2024,351.65,52.55,931,720,2023-06-06T06:28:18,2022-05-15T14:12:55
77651,CMZ2-1KXK,Full they assume since there reason bill others compare home to green ago.,Fixed Amount,69.17,04/22/2023,09/11/2023,343.63,18.05,91,411,2023-01-27T19:17:10,2023-06-26T01:40:20
77652,RPVB-GQ26,Certain weight begin bit test attention character compare mission single nation support.,Fixed Amount,62.39,05/23/2023,01/09/2024,449.47,30.31,653,283,2021-12-13T23:33:35,2021-01-18T04:51:01
77653,GQYG-ZVBC,Head spring exactly beyond great career now music suggest mouth.,Fixed Amount,4.14,03/23/2023,06/01/2023,384.81,28.71,616,195,2021-01-29T08:45:29,2021-02-04T12:18:19
77654,CPDM-YFRK,Pay soon girl hold bring gas medical whose American order improve others might clearly focus popular try floor.,Percentage,90.59,01/10/2023,07/05/2023,55.5,18.09,163,60,2022-05-16T09:22:21,2023-02-26T19:29:24
77655,08EM-OK77,Shoulder fact sometimes method build ball travel trial sign nothing force reason feeling example according manager adult attack them sell.,Fixed Amount,18.42,02/27/2023,12/03/2023,212.62,30.02,60,823,2021-02-12T04:52:47,2022-03-22T20:20:10
77656,9UUD-NC2H,Shake light history sense something visit standard threat return draw focus activity scientist total.,Fixed Amount,10.46,10/09/2022,05/05/2023,374.38,25.97,416,255,2020-10-13T18:18:50,2020-08-08T11:06:16
77657,GK0W-816X,Card meeting bag policy late general enjoy fact money.,Fixed Amount,13.16,11/09/2022,09/21/2023,132.65,83.92,381,343,2022-04-01T10:30:14,2021-02-14T05:22:37
77658,120G-N8FD,Music somebody main next though author local break one set artist spring left man simply.,Percentage,13.49,10/20/2022,05/05/2023,100.21,54.92,861,497,2023-02-24T09:01:36,2020-11-09T11:26:51
77659,XFC5-WLQ2,Law direction local happen fish activity debate method good.,Fixed Amount,82.3,09/11/2022,04/21/2023,292.61,31.78,88,812,2022-09-10T05:49:20,2021-06-02T10:01:14
77660,P1FE-JQUV,Show investment fish create walk speak garden sometimes huge.,Percentage,39.53,05/24/2023,12/09/2023,99.43,98.75,467,496,2023-02-08T04:00:42,2020-01-22T18:56:50
77661,JQ4C-VBOZ,Agree former level social still and upon time second it say deal responsibility training act.,Percentage,3.57,10/14/2022,06/06/2023,184.59,61.8,422,499,2022-07-08T09:21:45,2020-11-27T03:34:51
77662,59AF-MH09,Whatever different present son and memory statement name prevent successful tax behavior father magazine.,Percentage,31.09,06/14/2023,04/25/2024,11.41,14.79,318,324,2020-09-12T01:00:08,2020-02-09T10:42:41
77663,WN8U-B63X,Kitchen commercial Congress season face employee surface history job.,Percentage,45.08,01/28/2023,08/24/2023,495.47,12.02,875,34,2022-06-23T19:36:45,2021-08-27T00:49:00
77664,RW5P-XNZM,Someone concern may live factor avoid beautiful thank population against your east while start four others manage staff for number.,Fixed Amount,69.35,06/24/2023,07/25/2023,21.86,41.49,788,840,2022-01-05T09:47:01,2020-03-14T23:38:45
77665,BMK6-Z5J2,Else maybe outside they believe light son decide dog family blue.,Percentage,39.8,07/20/2023,08/08/2023,383.26,58.4,740,154,2021-12-24T11:32:49,2020-08-01T01:53:13
77666,RJUN-4ST1,Foot more stop thing hospital defense strong myself newspaper size material water together yourself say worry society data.,Fixed Amount,97.17,11/03/2022,02/07/2023,340.88,10.98,379,79,2021-04-17T12:21:01,2021-11-09T09:54:00
77667,JFLQ-FVSX,Interview spend nation year result still drive whether represent national.,Fixed Amount,90.99,02/09/2023,06/03/2023,96.01,53.22,252,10,2023-08-03T15:32:28,2021-08-13T06:12:26
77668,Z73M-Z5QI,Moment who billion coach follow feeling remain story policy include many.,Percentage,77.59,04/16/2023,09/23/2023,188.41,55.31,120,913,2021-02-20T17:19:04,2020-02-15T19:15:55
77669,58YP-AJGW,State perhaps recent material determine up assume cost difficult work.,Fixed Amount,83.52,05/05/2023,11/15/2023,73.04,11.39,562,695,2022-12-26T21:09:41,2023-06-20T18:28:50
77670,0EHJ-1C18,Leader sit however building trouble church enter product painting four understand seat discussion think carry customer.,Percentage,8.81,06/15/2023,06/20/2023,112.03,42.16,152,447,2022-03-19T22:07:11,2023-06-01T02:34:24
77671,GQQC-9D0O,Up best behind star actually appear avoid spring similar special different every need run line product.,Fixed Amount,23.16,04/20/2023,08/25/2023,430.65,96.54,208,446,2021-09-11T05:52:53,2022-09-07T13:08:16
77672,Q7IH-QLHY,Coach per member building would year discuss call power open film southern.,Percentage,44.12,06/10/2023,05/18/2024,407.74,39.81,816,166,2022-12-11T07:12:10,2023-01-17T00:17:51
77673,SQXW-8VWC,Each until word west every detail half red participant study morning everything become reason blue.,Fixed Amount,26.29,11/13/2022,02/21/2023,458.63,86.39,49,74,2021-10-12T04:14:06,2020-09-16T06:28:00
77674,2VSD-LQKR,Those wrong spend positive teacher perform step above oil sell miss.,Percentage,60.03,11/05/2022,05/29/2023,401.34,64.93,944,576,2022-10-22T07:19:46,2020-07-22T08:28:22
77675,4N4N-ADRK,Far cell office choose art why get somebody some else public language evidence trouble rule on.,Fixed Amount,80.68,02/04/2023,10/12/2023,191.28,34.09,600,177,2021-07-20T00:30:53,2023-06-18T00:30:30
77676,5R9P-QTLZ,Involve what college wife next left certain challenge at last country drive color list collection accept notice third.,Fixed Amount,33.49,04/25/2023,09/16/2023,275.36,54.15,115,618,2020-06-24T03:42:11,2020-02-21T18:58:16
77677,7Y7M-BDW4,Foot fine leg behavior position purpose building evening fine religious administration serve.,Fixed Amount,60.71,11/28/2022,10/26/2023,137.33,14.59,335,582,2020-01-14T17:47:27,2023-04-20T01:51:33
77678,JIRG-JADY,Hospital change help fund himself purpose old test industry quite military develop red politics somebody now hope television.,Percentage,4.65,05/09/2023,06/09/2023,123,59.14,15,296,2021-08-17T01:56:48,2020-03-23T23:12:01
77679,C73J-7D2X,Tonight push past medical behavior best cover other right sometimes among hot traditional population west during.,Fixed Amount,38.18,02/08/2023,10/19/2023,296.87,25.72,672,853,2020-05-22T16:23:30,2022-08-09T11:54:30
77680,S5RV-S634,Measure push six line yeah production himself anyone say next above it fight claim sister bring me we big season mind.,Fixed Amount,59.85,01/14/2023,02/09/2023,160.96,63.09,895,94,2023-01-28T13:56:55,2021-06-15T08:12:05
77681,M6D2-TMNY,Describe member onto hope six certainly weight ask early near affect.,Fixed Amount,73.36,12/03/2022,10/19/2023,103.06,98.74,315,382,2020-10-08T06:42:28,2020-05-24T23:31:16
77682,68QE-E9GW,Information allow arm age current every matter reflect low reach nothing gas song into measure accept someone five blue.,Fixed Amount,84.08,01/04/2023,09/29/2023,422.27,33.19,833,237,2021-04-13T17:21:20,2020-03-15T04:00:28
77683,5KCA-MVCC,Crime up real set board style necessary be worker parent.,Percentage,11.95,06/03/2023,03/20/2024,227.57,30.36,88,513,2022-02-28T14:08:37,2022-07-21T11:01:29
77684,R3BT-8F9A,Low outside rule former relate special threat clearly rich phone behind test respond animal view determine get those poor full.,Fixed Amount,34.96,06/08/2023,03/14/2024,278.7,71.55,228,845,2020-03-13T09:26:55,2021-09-30T03:50:46
77685,GLD3-6BCB,Discussion nature world Congress safe there into adult fact parent.,Fixed Amount,35.11,12/02/2022,05/19/2023,196.98,57.17,193,540,2023-07-02T11:23:13,2021-01-20T05:48:58
77686,0Y3U-RAJV,Enter exist reduce offer key easy goal doctor ahead see.,Percentage,93.11,12/22/2022,03/31/2023,46.51,46.79,797,362,2020-11-23T16:24:02,2021-02-24T18:13:01
77687,VYVZ-P55K,Expert maintain child interview interview even company next join financial.,Percentage,49.43,04/12/2023,01/29/2024,162,31.8,844,850,2023-04-16T10:05:23,2020-02-21T23:29:33
77688,2X34-6MUE,Smile pay simply drug common responsibility yard often pass subject explain policy behavior central vote case American performance.,Percentage,97.27,12/28/2022,11/23/2023,375.7,19.34,705,87,2023-07-03T04:05:10,2022-03-30T10:33:14
77689,Y4KG-1LC8,Paper stock opportunity site program suddenly impact why well leader quality food free.,Fixed Amount,41.65,08/05/2022,08/29/2022,306.77,46.32,546,873,2023-03-23T05:56:32,2022-09-17T07:28:32
77690,9RBK-ZRR8,Health teacher open end company throughout skill democratic never purpose wonder old thought business they clearly term we door forward experience.,Fixed Amount,20.99,06/17/2023,10/11/2023,222.99,26.35,459,93,2020-02-02T19:57:32,2021-08-05T13:55:11
77691,7OOS-J85G,Majority identify him business send share minute ok position he generation structure career send small hundred cause third since.,Percentage,14.89,08/12/2022,10/11/2022,414.78,72.39,974,460,2020-02-04T20:43:45,2022-10-24T23:40:48
77692,G0L3-7FTF,Born cold respond food operation north wear cup dog score sit particular civil vote you magazine.,Fixed Amount,26.45,03/20/2023,07/08/2023,300.51,82,389,805,2021-02-22T23:04:25,2020-08-27T14:49:43
77693,M7PO-SLA4,Sea quickly listen operation material sister behind environmental wish keep.,Percentage,83.54,11/16/2022,12/17/2022,374.41,75.05,371,382,2021-08-29T09:50:57,2022-01-08T01:34:08
77694,UIRE-0ATH,Operation figure realize bar learn rather thing three win be quite hit.,Percentage,90.79,10/12/2022,08/19/2023,131.05,70.3,128,346,2020-12-29T21:53:16,2020-05-23T08:28:15
77695,W7LE-K57R,Value color seek early explain research smile lawyer short specific truth east let.,Percentage,93.36,02/27/2023,12/17/2023,320.89,75.49,453,308,2021-04-12T21:45:06,2020-10-21T12:43:58
77696,B80O-LCPU,Data human consider author rest yeah order PM myself start rate such.,Fixed Amount,57.6,07/07/2023,06/16/2024,409.44,52.69,697,255,2022-06-02T09:09:05,2022-12-15T06:17:02
77697,U739-DGFV,Argue require thank effort some artist name economic yet reveal oil call pass option especially seat measure.,Percentage,30.3,05/01/2023,05/31/2023,461.19,98.28,204,932,2020-05-24T01:12:40,2022-07-03T05:11:08
77698,E85U-CKUZ,In send meet building exactly his program others shoulder others position.,Percentage,2.14,10/29/2022,10/21/2023,274.67,83.81,519,407,2022-05-08T06:53:40,2020-12-13T04:51:35
77699,YKA2-3A33,Program stuff protect successful cut look positive movement behavior war whole crime concern place out another how live at spend.,Percentage,92.32,03/14/2023,09/07/2023,477.87,31.05,685,144,2022-07-09T16:49:33,2021-06-24T03:57:02
77700,YX04-MXK8,Whom act game true nature inside scientist series exactly point everything four.,Fixed Amount,98.72,03/03/2023,04/17/2023,274.68,19.39,4,545,2020-11-06T18:27:53,2023-02-26T05:03:39
77701,6ELI-00OI,Stuff education go life fast wide focus available here account day true responsibility page rather radio.,Fixed Amount,35.23,10/18/2022,11/16/2022,265.06,85.86,88,117,2023-07-03T20:59:26,2021-09-04T18:54:10
77702,70X2-MWX9,Green article authority rise research stay style only arm else store campaign.,Fixed Amount,13.46,11/08/2022,01/19/2023,338.31,76.96,749,708,2021-08-12T00:26:30,2022-12-30T19:29:58
77703,RJU8-CXCW,Republican travel seem news sport election blood goal green where foot campaign way itself huge development win summer eat.,Fixed Amount,89.46,08/31/2022,08/07/2023,473.92,18.69,132,856,2022-01-08T02:03:15,2023-05-10T09:10:48
77704,F2M7-8JB8,See force national happen pass store mouth television mouth you establish statement although up woman before.,Fixed Amount,45.24,04/09/2023,11/26/2023,174.08,71.13,189,721,2021-07-28T09:36:42,2020-03-26T02:20:10
77705,D2RF-3YF0,Write use our anything them son nothing if letter.,Fixed Amount,28.57,05/23/2023,01/31/2024,393.8,19.89,239,538,2022-01-03T06:16:37,2023-08-01T23:38:10
77706,XXEG-09W5,Hospital author laugh light trial work easy box grow common doctor instead consumer interest project among keep.,Fixed Amount,96.27,05/06/2023,02/22/2024,312.26,64.89,207,790,2023-01-08T23:20:14,2021-11-05T01:23:34
77707,I1UO-QBWW,Issue store bag grow son focus coach though yard it movie war any and community.,Percentage,87.77,07/20/2023,08/27/2023,172.41,47.84,50,276,2021-09-04T23:27:11,2020-11-05T01:30:48
77708,RVR4-46A0,Staff culture will which item purpose ok recognize side hand her husband himself option often feeling movie everyone.,Fixed Amount,66.63,04/02/2023,05/03/2023,302.82,81.65,406,291,2020-07-18T17:36:53,2022-09-05T14:26:16
77709,NO9B-JAMG,By sure prevent final now view race while enjoy film former before president trip worry law guess reason.,Percentage,90.49,08/09/2022,05/29/2023,364.46,46.48,201,736,2022-10-29T03:27:36,2021-08-14T17:07:30
77710,KMIM-FZWW,Difficult thank free base begin military heavy lay water until management.,Fixed Amount,17.18,07/17/2023,01/13/2024,339.4,56.62,922,481,2022-09-28T09:24:56,2021-10-04T13:14:36
77711,5B0J-OQ3H,Perhaps try would very bring charge subject tonight apply task reveal agent hear society financial of those behavior course claim.,Fixed Amount,4.89,01/01/2023,12/10/2023,288.35,99.85,83,911,2022-10-08T04:52:09,2021-12-18T06:04:09
77712,NHW7-MD9U,Agree through eat walk nice would give surface floor practice nation trouble third prevent many worker walk lawyer.,Fixed Amount,75.73,11/20/2022,08/14/2023,211.18,81.56,50,35,2023-04-23T01:54:09,2022-06-05T03:23:56
77713,AGGH-CUKE,Piece bed main provide pull thank project serious phone why wind mention gun notice teach modern rise space financial worry.,Fixed Amount,44.11,08/17/2022,02/16/2023,303.87,64.2,351,528,2021-02-05T03:45:58,2021-09-09T05:44:05
77714,NSWE-5BE5,Before set treatment will too summer coach must model age guess deal.,Fixed Amount,91.78,04/11/2023,11/30/2023,249.76,97.52,231,658,2021-06-05T02:27:00,2020-04-05T05:01:27
77715,865K-8W0C,Attorney effort buy just marriage family onto least would nation responsibility against high modern.,Percentage,53.93,10/20/2022,12/24/2022,392.11,33.56,125,498,2022-12-08T05:32:44,2022-03-04T22:46:23
77716,9TCK-V5UX,Win bed central song station lose about part point cell.,Fixed Amount,89.11,08/14/2022,12/07/2022,28.3,44.29,87,129,2020-10-21T13:12:27,2022-03-03T18:32:26
77717,69GZ-OM0X,Listen apply small peace decision modern article cut science rise kid develop situation test new investment successful involve continue treat drug.,Percentage,65.77,05/05/2023,09/16/2023,129.39,50.12,489,301,2020-08-11T12:30:20,2022-10-26T15:23:10
77718,0PJG-FAOW,We body degree than administration opportunity bank shake friend name.,Percentage,83,11/27/2022,07/09/2023,444.94,53.73,655,342,2022-01-24T09:33:09,2022-02-19T10:06:42
77719,6TM5-NG18,Product draw ever international must language bank our week want service soldier information follow.,Fixed Amount,70.63,02/13/2023,12/21/2023,338.88,97.05,333,720,2023-01-08T21:23:02,2021-09-04T19:05:18
77720,BM73-IO8M,Law agree will rest memory parent economy least analysis alone.,Fixed Amount,15.78,11/10/2022,11/13/2022,420.74,65.46,190,757,2022-01-11T18:23:00,2022-06-15T11:30:33
77721,KSXN-3RMU,Training shake under such enjoy without middle attorney child majority.,Percentage,90.2,02/08/2023,05/16/2023,439.06,20.79,711,546,2023-06-01T13:15:50,2021-01-16T05:35:56
77722,B0GD-P42X,Mrs single important will message type maybe we teacher middle occur girl sister early price worry dog forward address.,Fixed Amount,22.74,01/19/2023,08/14/2023,180.63,58.2,69,494,2023-07-03T13:05:55,2021-12-21T07:38:00
77723,PSHF-KFHF,Soon already free reflect what by body any job land front hard decade police Republican.,Fixed Amount,13.16,03/12/2023,07/18/2023,168.95,73.04,353,242,2022-03-29T15:52:01,2022-11-20T05:38:53
77724,NYWQ-6KDG,Must lay try size decide force page surface popular work property at available necessary seven.,Fixed Amount,16.11,07/04/2023,07/03/2024,366.15,15.56,155,221,2021-04-26T09:30:33,2021-09-27T07:44:33
77725,SOTJ-8YAL,Front join western return safe site difference become none nature according another choice goal material.,Percentage,86.33,12/22/2022,12/23/2022,71.97,70.3,478,568,2023-05-18T08:17:36,2022-04-20T16:30:28
77726,V2H3-BDO5,International brother real weight she whether condition pick discuss threat.,Percentage,86.99,08/01/2023,11/26/2023,466.78,26.12,96,504,2020-08-02T06:47:49,2022-10-16T22:02:25
77727,OQ9Q-O5YO,Thing also near visit present ever challenge people some those yeah old point how.,Percentage,12.35,10/29/2022,09/05/2023,248.08,90.02,683,657,2020-11-24T00:02:49,2021-08-21T11:00:00
77728,SX97-WQU7,Material face child despite partner collection analysis particular certain back.,Fixed Amount,67.02,12/27/2022,12/12/2023,373.62,21.79,901,36,2021-08-16T12:35:43,2021-06-29T03:49:44
77729,9H5N-6BQ6,Affect treat see feeling least dream set hand about learn nature position during.,Percentage,86.67,03/21/2023,01/09/2024,270.12,75.58,580,597,2021-10-08T23:32:16,2020-05-24T07:02:37
77730,RQTH-7G17,In popular clear event when put movie do upon.,Percentage,44.86,12/09/2022,12/01/2023,50.47,89.37,33,66,2023-04-27T17:39:27,2021-10-13T17:35:46
77731,QZS0-CE9A,Decision ten up store social discuss on budget country truth central reveal station discussion.,Fixed Amount,86.12,09/08/2022,10/23/2022,184.88,67.71,997,79,2022-01-05T04:39:22,2022-07-19T05:53:53
77732,4KW5-J4P3,Seem others civil meet time together anyone play house friend once.,Percentage,28.47,04/27/2023,05/06/2023,74.86,26.64,928,849,2022-08-28T13:43:33,2021-08-03T07:18:54
77733,D1W7-I26C,Record right allow section some wear dream finish customer medical election expert.,Percentage,92.14,11/13/2022,07/25/2023,152.54,28.2,313,980,2020-10-07T23:09:24,2020-06-06T03:23:52
77734,7C7Q-1RLW,Less human type pretty near back letter assume north quality.,Percentage,57.31,05/08/2023,09/22/2023,125.32,99.18,980,484,2022-06-30T18:03:40,2020-01-03T16:02:14
77735,42JS-WAP8,War hand close late worry tonight treatment road certainly real matter or material attack cost decide film.,Fixed Amount,89.54,11/08/2022,03/02/2023,31.08,42.93,112,657,2023-08-01T11:47:11,2022-06-20T16:32:43
77736,1VYV-7B4H,Nature job able for executive try war offer teacher old senior degree color movement night.,Percentage,84.47,03/21/2023,11/22/2023,499.52,38.24,769,837,2020-10-09T12:53:20,2022-06-05T02:12:01
77737,OQZA-13TU,Put cause management several way white sing return peace difference spend career.,Fixed Amount,77.01,03/20/2023,03/14/2024,71.59,13.53,236,937,2020-03-04T18:02:40,2021-05-03T04:05:30
77738,0QS2-UIX3,Fall impact investment interest together eat enjoy similar growth better woman right ever money very.,Percentage,99.41,03/08/2023,08/20/2023,62.87,34.21,385,590,2023-05-13T09:07:42,2023-02-11T04:19:02
77739,HK4K-AOVX,Respond realize across protect whose scientist face though kitchen third.,Fixed Amount,85.44,06/26/2023,10/15/2023,279.78,6.42,858,347,2021-11-12T12:10:05,2023-04-23T22:56:31
77740,TY3I-FQF5,West image agreement skin eight wrong night you difference dinner.,Percentage,62.28,04/17/2023,03/09/2024,310.61,78.76,616,465,2020-02-08T21:33:13,2020-02-25T04:06:36
77741,4ES9-3T1I,Song whether foreign enter animal tonight deep visit even easy month skin meeting cup box of low recently.,Fixed Amount,1.46,04/09/2023,02/17/2024,141.53,47.97,754,11,2020-03-29T02:58:09,2021-07-22T18:54:31
77742,9TLW-5F72,Window hope brother you or traditional hundred statement type often fall finish should break enjoy capital end woman fine television stay.,Percentage,29.95,06/14/2023,11/28/2023,279.06,59.11,38,763,2020-03-23T20:44:45,2021-01-07T18:05:23
77743,58FW-QWWR,Old piece main finally cover detail often seek meeting pressure yard billion interview mission report ground play land television carry.,Fixed Amount,25.95,10/29/2022,10/09/2023,264.4,99.26,875,82,2020-12-11T18:00:31,2020-09-13T20:21:17
77744,HYJA-KCFW,Prepare despite again call sort early change cause conference look not soon indeed.,Fixed Amount,1.66,11/29/2022,05/24/2023,260.15,97.43,154,260,2020-11-27T22:54:31,2022-05-18T17:55:27
77745,4B5Y-H0ZE,Themselves value seem scientist hour available test Congress under arrive somebody discuss live summer exactly law law.,Fixed Amount,88.77,03/08/2023,05/03/2023,345.38,65.01,605,234,2022-10-17T01:44:23,2020-03-11T15:21:31
77746,47Z0-QCX8,Collection nice mouth thought space their agency station hour old computer note appear talk back century recognize.,Fixed Amount,50.98,05/14/2023,10/18/2023,129.36,63.72,819,146,2021-08-09T17:09:53,2022-10-25T23:39:39
77747,YKPN-KLB0,Wear bank forward successful fill might team early address.,Fixed Amount,22.07,07/25/2023,02/23/2024,158.15,25.91,917,398,2022-06-27T18:02:53,2022-10-20T18:54:07
77748,ASCS-6W2Y,Assume thought example food true production old person born back red left husband believe rather town manage commercial.,Percentage,99.52,03/06/2023,07/03/2023,294.37,7.67,953,101,2021-02-27T07:06:27,2023-08-02T03:58:10
77749,JFM9-IH3Z,Clear prevent top lay sister last now keep under without movie matter young just.,Fixed Amount,5.13,06/25/2023,10/15/2023,201.55,16.75,243,106,2023-05-17T23:09:00,2021-06-18T17:25:08
77750,VP9O-GED1,Truth happy approach something then stop section break business property enter benefit it talk raise list society we.,Percentage,66.54,06/22/2023,02/14/2024,39.85,7.06,227,815,2020-04-06T10:05:05,2022-12-23T14:46:42
77751,VFV8-HGBU,Next physical involve share arm individual building culture suddenly already seek hope between.,Fixed Amount,23.52,11/30/2022,08/13/2023,249.54,31.31,148,725,2023-04-15T17:49:18,2020-06-02T21:26:21
77752,3XVS-22KL,Over car but strategy rise summer simple better hot magazine offer mission reflect themselves well physical.,Fixed Amount,46.84,08/04/2022,03/08/2023,133.74,51.18,59,854,2020-01-09T21:11:40,2021-07-26T07:13:22
77753,KR67-O9ND,Push long culture feeling Mrs bag end total watch low good part.,Percentage,25.38,05/28/2023,09/10/2023,161.21,55.81,861,604,2021-02-06T07:33:29,2022-12-30T13:24:01
77754,U7TW-87Y0,Cultural site resource treatment laugh song after collection production whose want shake.,Percentage,95.86,12/13/2022,11/16/2023,176.02,83.69,975,184,2020-08-26T14:34:24,2022-12-28T05:58:24
77755,2F6S-S7SF,Last state language occur to clear price want life seat none establish fact floor better major deep out.,Fixed Amount,50.8,02/01/2023,08/23/2023,66.43,69.66,226,706,2021-03-11T08:08:46,2020-04-07T12:38:49
77756,SZM5-5YPI,President including run better in seem his difference responsibility free public power change right south investment threat one begin letter stay.,Percentage,99.24,04/08/2023,07/05/2023,12.39,78.25,664,30,2022-10-19T02:12:11,2020-11-13T18:59:18
77757,PP93-RMX4,Cost rich concern old particularly present police modern read radio reason director stock attorney hit within assume event model.,Percentage,37.35,11/17/2022,08/03/2023,298.31,45.17,409,568,2020-08-26T08:22:44,2021-06-17T08:26:07
77758,U8Z9-DQHE,Democrat agree make either commercial discussion both discussion service issue language spring.,Fixed Amount,28.43,04/02/2023,04/21/2023,295.07,53.03,242,235,2021-03-17T14:29:44,2020-10-15T12:59:38
77759,4D6D-Z5TY,Top dark father history small sea area arm Democrat firm drop region note service why security perhaps.,Percentage,25.2,02/12/2023,11/04/2023,192.27,98.7,793,779,2021-07-09T17:27:36,2020-06-11T03:22:22
77760,BUPW-J9BQ,Sometimes party represent win issue list other on into example.,Fixed Amount,63.16,01/10/2023,06/29/2023,55.49,19.19,192,983,2021-01-19T18:55:16,2020-07-13T12:49:14
77761,XADI-RCCI,Build debate upon fill report newspaper information morning region upon town key center.,Fixed Amount,15.43,03/11/2023,05/16/2023,72.48,70.74,911,245,2020-03-11T05:41:32,2022-04-06T05:54:36
77762,XJFE-ICUN,Tv worker who speak call yes drive sure as west need concern.,Fixed Amount,84.3,01/24/2023,10/15/2023,362.82,85.88,491,217,2022-02-10T17:11:43,2020-05-12T01:31:28
77763,VXES-X7FV,Way accept today respond establish raise church woman outside particularly security.,Percentage,99.48,02/01/2023,11/10/2023,408.3,35.14,814,407,2020-10-23T05:42:14,2020-03-02T18:29:53
77764,QWBN-0CGU,Idea national especially theory owner under itself state gas authority down education all person eight language business.,Fixed Amount,24.68,03/26/2023,09/27/2023,95.37,89.44,598,212,2020-10-19T17:48:32,2021-03-16T03:22:29
77765,4FM0-WATB,Rock through stand per expert say nation who piece this poor civil food design child.,Percentage,1.79,05/09/2023,11/05/2023,174.53,59.99,988,989,2022-10-05T05:13:14,2021-05-29T20:20:51
77766,I531-LGWU,Argue officer newspaper nothing morning quickly affect since true wall education a strong method serious themselves beautiful.,Percentage,31.98,04/06/2023,08/21/2023,334.56,53.77,576,113,2021-03-05T11:18:59,2020-08-20T21:58:37
77767,IKO8-5OP3,Job letter technology tend reason writer everybody new story job hear issue two eight stop responsibility support may pass.,Percentage,98.06,10/28/2022,06/12/2023,125.41,93.77,52,608,2020-06-11T15:24:33,2020-01-09T07:43:15
77768,5GA1-LJBV,Artist real general language citizen onto send manager center whatever church democratic loss but citizen commercial.,Fixed Amount,12.19,05/12/2023,11/23/2023,485.87,33.68,856,329,2020-06-21T23:14:58,2023-03-04T19:04:09
77769,AM69-39OR,General town serve lot read ready accept same thank between shoulder bag business knowledge end report goal receive after.,Fixed Amount,65.49,09/24/2022,11/09/2022,311.6,42.54,799,576,2021-10-13T08:49:39,2022-09-12T23:17:18
77770,TDU6-K3JR,Almost accept low break kind defense agency condition speak strong research meet today situation natural hope material official.,Fixed Amount,48.76,01/28/2023,08/20/2023,126.26,95.1,38,55,2020-01-02T03:29:34,2021-04-25T07:27:31
77771,4DBB-T18C,Election moment writer theory idea might any morning early pressure health wonder challenge Congress indicate lose pattern.,Fixed Amount,48.91,05/04/2023,09/04/2023,306.49,17.71,531,685,2021-11-15T00:58:40,2020-03-24T14:13:39
77772,T326-95F7,Threat professional particularly thought spend since clearly finish method these bag prepare light remember idea hear easy seem ahead.,Percentage,62.68,05/14/2023,06/26/2023,499.57,65.71,137,520,2023-06-23T08:06:20,2023-03-02T10:08:37
